chapix_dev,verseix_dev,stanza1_dev,stanza2_dev,speaker_dev,chapix_itrans,verseix_itrans,stanza1_itrans,stanza2_itrans,stanza1_slp1,stanza2_slp1
 १८,४४,कृषिगौरक्ष्यवाणिज्यं वैश्यकर्म स्वभावजम्,परिचर्यात्मकं कर्म शूद्रस्यापि स्वभावजम्,श्रीभगवानुवाच,18,44,kRRiShigaurakShyavANijyaM vaishyakarma svabhAvajam,paricharyAtmakaM karma shUdrasyApi svabhAvajam,kfzigOrakzyavARijyaM vESyakarma svaBAvajam,paricaryAtmakaM karma SUdrasyApi svaBAvajam
 १८,४५,स्वे स्वे कर्मण्यभिरतः संसिद्धिं लभते नरः,स्वकर्मनिरतः सिद्धिं यथा विन्दति तच्छृणु,श्रीभगवानुवाच,18,45,sve sve karmaNyabhirataH saMsiddhiM labhate naraH,svakarmanirataH siddhiM yathA vindati tachChRRiNu,sve sve karmaRyaBirataH saMsidDiM laBate naraH,svakarmanirataH sidDiM yaTA vindati tacCfRu
 १८,४६,यतः प्रवृत्तिर्भूतानां येन सर्वमिदं ततम्,स्वकर्मणा तमभ्यर्च्य सिद्धिं विन्दति मानवः,श्रीभगवानुवाच,18,46,yataH pravRRittirbhUtAnAM yena sarvamidaM tatam,svakarmaNA tamabhyarchya siddhiM vindati mAnavaH,yataH pravfttirBUtAnAM yena sarvamidaM tatam,svakarmaRA tamaByarcya sidDiM vindati mAnavaH
 १८,४७,श्रेयान्स्वधर्मो विगुणः परधर्मात्स्वनुष्ठितात्,स्वभावनियतं कर्म कुर्वन्नाप्नोति किल्बिषम्,श्रीभगवानुवाच,18,47,shreyAnsvadharmo viguNaH paradharmAtsvanuShThitAt,svabhAvaniyataM karma kurvannApnoti kilbiSham,SreyAnsvaDarmo viguRaH paraDarmAtsvanuzWitAt,svaBAvaniyataM karma kurvannApnoti kilbizam
 १८,४८,सहजं कर्म कौन्तेय सदोषमपि न त्यजेत्,सर्वारम्भा हि दोषेण धूमेनाग्निरिवावृताः,श्रीभगवानुवाच,18,48,sahajaM karma kaunteya sadoShamapi na tyajet,sarvArambhA hi doSheNa dhUmenAgnirivAvRRitAH,sahajaM karma kOnteya sadozamapi na tyajet,sarvAramBA hi dozeRa DUmenAgnirivAvftAH
 १८,४९,असक्तबुद्धिः सर्वत्र जितात्मा विगतस्पृहः,नैष्कर्म्यसिद्धिं परमां संन्यासेनाधिगच्छति,श्रीभगवानुवाच,18,49,asaktabuddhiH sarvatra jitAtmA vigataspRRihaH,naiShkarmyasiddhiM paramAM saMnyAsenAdhigachChati,asaktabudDiH sarvatra jitAtmA vigataspfhaH,nEzkarmyasidDiM paramAM saMnyAsenADigacCati
 १८,५०,सिद्धिं प्राप्तो यथा ब्रह्म तथाप्नोति निबोध मे,समासेनैव कौन्तेय निष्ठा ज्ञानस्य या परा,श्रीभगवानुवाच,18,50,siddhiM prApto yathA brahma tathApnoti nibodha me,samAsenaiva kaunteya niShThA j~nAnasya yA parA,sidDiM prApto yaTA brahma taTApnoti niboDa me,samAsenEva kOnteya nizWA jYAnasya yA parA
 १८,५१,बुद्ध्या विशुद्धया युक्तो धृत्यात्मानं नियम्य च,शब्दादीन्विषयांस्त्यक्त्वा रागद्वेषौ व्युदस्य च,श्रीभगवानुवाच,18,51,buddhyA vishuddhayA yukto dhRRityAtmAnaM niyamya cha,shabdAdInviShayAMstyaktvA rAgadveShau vyudasya cha,budDyA viSudDayA yukto DftyAtmAnaM niyamya ca,SabdAdInvizayAMstyaktvA rAgadvezO vyudasya ca
 १८,५२,विविक्तसेवी लघ्वाशी यतवाक्कायमानसः,ध्यानयोगपरो नित्यं वैराग्यं समुपाश्रितः,श्रीभगवानुवाच,18,52,viviktasevI laghvAshI yatavAkkAyamAnasaH,dhyAnayogaparo nityaM vairAgyaM samupAshritaH,viviktasevI laGvASI yatavAkkAyamAnasaH,DyAnayogaparo nityaM vErAgyaM samupASritaH
 १८,५३,अहङ्कारं बलं दर्पं कामं क्रोधं परिग्रहम्,विमुच्य निर्ममः शान्तो ब्रह्मभूयाय कल्पते,श्रीभगवानुवाच,18,53,aha~NkAraM balaM darpaM kAmaM krodhaM parigraham,vimuchya nirmamaH shAnto brahmabhUyAya kalpate,ahaNkAraM balaM darpaM kAmaM kroDaM parigraham,vimucya nirmamaH SAnto brahmaBUyAya kalpate
 १८,५४,ब्रह्मभूतः प्रसन्नात्मा न शोचति न काङ्क्षति,समः सर्वेषु भूतेषु मद्भक्तिं लभते पराम्,श्रीभगवानुवाच,18,54,brahmabhUtaH prasannAtmA na shochati na kA~NkShati,samaH sarveShu bhUteShu madbhaktiM labhate parAm,brahmaBUtaH prasannAtmA na Socati na kANkzati,samaH sarvezu BUtezu madBaktiM laBate parAm
 १८,५५,भक्त्या मामभिजानाति यावान्यश्चास्मि तत्त्वतः,ततो मां तत्त्वतो ज्ञात्वा विशते तदनन्तरम्,श्रीभगवानुवाच,18,55,bhaktyA mAmabhijAnAti yAvAnyashchAsmi tattvataH,tato mAM tattvato j~nAtvA vishate tadanantaram,BaktyA mAmaBijAnAti yAvAnyaScAsmi tattvataH,tato mAM tattvato jYAtvA viSate tadanantaram
 १८,५६,सर्वकर्माण्यपि सदा कुर्वाणो मद्व्यपाश्रयः,मत्प्रसादादवाप्नोति शाश्वतं पदमव्ययम्,श्रीभगवानुवाच,18,56,sarvakarmANyapi sadA kurvANo madvyapAshrayaH,matprasAdAdavApnoti shAshvataM padamavyayam,sarvakarmARyapi sadA kurvARo madvyapASrayaH,matprasAdAdavApnoti SASvataM padamavyayam
 १८,५७,चेतसा सर्वकर्माणि मयि संन्यस्य मत्परः,बुद्धियोगमुपाश्रित्य मच्चित्तः सततं भव,श्रीभगवानुवाच,18,57,chetasA sarvakarmANi mayi saMnyasya matparaH,buddhiyogamupAshritya machchittaH satataM bhava,cetasA sarvakarmARi mayi saMnyasya matparaH,budDiyogamupASritya maccittaH satataM Bava
 १८,५८,मच्चित्तः सर्वदुर्गाणि मत्प्रसादात्तरिष्यसि,अथ चेत्त्वमहङ्कारान्न श्रोष्यसि विनङ्क्ष्यसि,श्रीभगवानुवाच,18,58,machchittaH sarvadurgANi matprasAdAttariShyasi,atha chettvamaha~NkArAnna shroShyasi vina~NkShyasi,maccittaH sarvadurgARi matprasAdAttarizyasi,aTa cettvamahaNkArAnna Srozyasi vinaNkzyasi
 १८,५९,यदहङ्कारमाश्रित्य न योत्स्य इति मन्यसे,मिथ्यैष व्यवसायस्ते प्रकृतिस्त्वां नियोक्ष्यति,श्रीभगवानुवाच,18,59,yadaha~NkAramAshritya na yotsya iti manyase,mithyaiSha vyavasAyaste prakRRitistvAM niyokShyati,yadahaNkAramASritya na yotsya iti manyase,miTyEza vyavasAyaste prakftistvAM niyokzyati
 १८,६०,स्वभावजेन कौन्तेय निबद्धः स्वेन कर्मणा,कर्तुं नेच्छसि यन्मोहात्करिष्यस्यवशोऽपि तत्,श्रीभगवानुवाच,18,60,svabhAvajena kaunteya nibaddhaH svena karmaNA,kartuM nechChasi yanmohAtkariShyasyavasho.api tat,svaBAvajena kOnteya nibadDaH svena karmaRA,kartuM necCasi yanmohAtkarizyasyavaSo'pi tat
 १८,६१,ईश्वरः सर्वभूतानां हृद्देशेऽर्जुन तिष्ठति,भ्रामयन्सर्वभूतानि यन्त्रारूढानि मायया,श्रीभगवानुवाच,18,61,IshvaraH sarvabhUtAnAM hRRiddeshe.arjuna tiShThati,bhrAmayansarvabhUtAni yantrArUDhAni mAyayA,ISvaraH sarvaBUtAnAM hfddeSe'rjuna tizWati,BrAmayansarvaBUtAni yantrArUQAni mAyayA
 १८,६२,तमेव शरणं गच्छ सर्वभावेन भारत,तत्प्रसादात्परां शान्तिं स्थानं प्राप्स्यसि शाश्वतम्,श्रीभगवानुवाच,18,62,tameva sharaNaM gachCha sarvabhAvena bhArata,tatprasAdAtparAM shAntiM sthAnaM prApsyasi shAshvatam,tameva SaraRaM gacCa sarvaBAvena BArata,tatprasAdAtparAM SAntiM sTAnaM prApsyasi SASvatam
 १८,६३,इति ते ज्ञानमाख्यातं गुह्याद्गुह्यतरं मया,विमृश्यैतदशेषेण यथेच्छसि तथा कुरु,श्रीभगवानुवाच,18,63,iti te j~nAnamAkhyAtaM guhyAdguhyataraM mayA,vimRRishyaitadasheSheNa yathechChasi tathA kuru,iti te jYAnamAKyAtaM guhyAdguhyataraM mayA,vimfSyEtadaSezeRa yaTecCasi taTA kuru
 १८,६४,सर्वगुह्यतमं भूयः शृणु मे परमं वचः,इष्टोऽसि मे दृढमिति ततो वक्ष्यामि ते हितम्,श्रीभगवानुवाच,18,64,sarvaguhyatamaM bhUyaH shRRiNu me paramaM vachaH,iShTo.asi me dRRiDhamiti tato vakShyAmi te hitam,sarvaguhyatamaM BUyaH SfRu me paramaM vacaH,izwo'si me dfQamiti tato vakzyAmi te hitam
 १८,६५,मन्मना भव मद्भक्तो मद्याजी मां नमस्कुरु,मामेवैष्यसि सत्यं ते प्रतिजाने प्रियोऽसि मे,श्रीभगवानुवाच,18,65,manmanA bhava madbhakto madyAjI mAM namaskuru,mAmevaiShyasi satyaM te pratijAne priyo.asi me,manmanA Bava madBakto madyAjI mAM namaskuru,mAmevEzyasi satyaM te pratijAne priyo'si me
 १८,६६,सर्वधर्मान्परित्यज्य मामेकं शरणं व्रज,अहं त्वा सर्वपापेभ्यो मोक्षयिष्यामि मा शुचः,श्रीभगवानुवाच,18,66,sarvadharmAnparityajya mAmekaM sharaNaM vraja,ahaM tvA sarvapApebhyo mokShayiShyAmi mA shuchaH,sarvaDarmAnparityajya mAmekaM SaraRaM vraja,ahaM tvA sarvapApeByo mokzayizyAmi mA SucaH
 १८,६७,इदं ते नातपस्काय नाभक्ताय कदाचन,न चाशुश्रूषवे वाच्यं न च मां योऽभ्यसूयति,श्रीभगवानुवाच,18,67,idaM te nAtapaskAya nAbhaktAya kadAchana,na chAshushrUShave vAchyaM na cha mAM yo.abhyasUyati,idaM te nAtapaskAya nABaktAya kadAcana,na cASuSrUzave vAcyaM na ca mAM yo'ByasUyati
 १८,६८,य इदं परमं गुह्यं मद्भक्तेष्वभिधास्यति,भक्तिं मयि परां कृत्वा मामेवैष्यत्यसंशयः,श्रीभगवानुवाच,18,68,ya idaM paramaM guhyaM madbhakteShvabhidhAsyati,bhaktiM mayi parAM kRRitvA mAmevaiShyatyasaMshayaH,ya idaM paramaM guhyaM madBaktezvaBiDAsyati,BaktiM mayi parAM kftvA mAmevEzyatyasaMSayaH
 १८,६९,न च तस्मान्मनुष्येषु कश्चिन्मे प्रियकृत्तमः,भविता न च मे तस्मादन्यः प्रियतरो भुवि,श्रीभगवानुवाच,18,69,na cha tasmAnmanuShyeShu kashchinme priyakRRittamaH,bhavitA na cha me tasmAdanyaH priyataro bhuvi,na ca tasmAnmanuzyezu kaScinme priyakfttamaH,BavitA na ca me tasmAdanyaH priyataro Buvi
 १८,७०,अध्येष्यते च य इमं धर्म्यं संवादमावयोः,ज्ञानयज्ञेन तेनाहमिष्टः स्यामिति मे मतिः,श्रीभगवानुवाच,18,70,adhyeShyate cha ya imaM dharmyaM saMvAdamAvayoH,j~nAnayaj~nena tenAhamiShTaH syAmiti me matiH,aDyezyate ca ya imaM DarmyaM saMvAdamAvayoH,jYAnayajYena tenAhamizwaH syAmiti me matiH
 १८,७१,श्रद्धावाननसूयश्च शृणुयादपि यो नरः,सोऽपि मुक्तः शुभाँल्लोकान्प्राप्नुयात्पुण्यकर्मणाम्,श्रीभगवानुवाच,18,71,shraddhAvAnanasUyashcha shRRiNuyAdapi yo naraH,so.api muktaH shubhA.NllokAnprApnuyAtpuNyakarmaNAm,SradDAvAnanasUyaSca SfRuyAdapi yo naraH,so'pi muktaH SuBA~llokAnprApnuyAtpuRyakarmaRAm
 १८,७२,कच्चिदेतच्छ्रुतं पार्थ त्वयैकाग्रेण चेतसा,कच्चिदज्ञानसम्मोहः प्रनष्टस्ते धनञ्जय,श्रीभगवानुवाच,18,72,kachchidetachChrutaM pArtha tvayaikAgreNa chetasA,kachchidaj~nAnasammohaH pranaShTaste dhana~njaya,kaccidetacCrutaM pArTa tvayEkAgreRa cetasA,kaccidajYAnasammohaH pranazwaste DanaYjaya
 १८,७३,नष्टो मोहः स्मृतिर्लब्धा त्वत्प्रसादान्मयाच्युत,स्थितोऽस्मि गतसन्देहः करिष्ये वचनं तव,अर्जुन उवाच,18,73,naShTo mohaH smRRitirlabdhA tvatprasAdAnmayAchyuta,sthito.asmi gatasandehaH kariShye vachanaM tava,nazwo mohaH smftirlabDA tvatprasAdAnmayAcyuta,sTito'smi gatasandehaH karizye vacanaM tava
